Timestamp,Ia,Ib,Ic,Va,Vb,Vc,Temperature,Humidity,Wind_Speed,Fault_Type
2025-01-01 00:00:00,648.5538772857456,649.0304606843031,652.7521808306,190.777067221154,189.25488381659716,189.90468219817376,36.55069167859266,36.417021638204666,22.804048704971443,5
2025-01-01 00:15:00,672.5766336785014,634.2923580794679,614.387227122518,198.82181315763685,178.15766169237747,200.4777186978222,36.43365601882049,51.59396817368771,11.591368129956997,1
2025-01-01 00:30:00,648.3768525762314,650.8590671647376,648.629026767279,190.3175967582455,190.7268960903771,189.52972862353354,42.668481813036024,85.94480181534291,8.622529699634137,5
2025-01-01 00:45:00,5009.135321514322,623.546356782841,689.6483103627119,90.64864204702823,192.47291667625728,178.6086100130833,40.86272792869397,88.07927548413593,15.315915065222452,2
2025-01-01 01:00:00,605.3479744846231,671.7032729124776,3196.8762488263274,183.21907367358142,189.6672301677725,39.27864057969786,44.553167451418446,79.87440448337387,17.645233643056596,2
2025-01-01 01:15:00,671.8007237596316,670.5441166318797,682.3311309752756,188.1170035532977,190.44868824416096,185.18113835375766,32.86139289373152,53.90074647378361,13.506167653734769,1
2025-01-01 01:30:00,656.91667886864,696.2461203236403,3114.7369341395506,183.39070628832948,178.3598506505613,70.13742608466421,27.015439929349096,67.616982974302,21.211896383834198,2
2025-01-01 01:45:00,674.7095784001657,607.6123297916965,635.3889130766642,204.65970077521985,176.97725824766596,199.64067128171342,22.20294343141983,44.5586328159713,1.4566771099028846,0
2025-01-01 02:00:00,3684.3067222226864,618.7127264719837,3145.2808529664862,72.71363301339233,192.7319945312772,49.5580954268742,22.319081111350783,74.09269768437733,14.9909394323196,3
2025-01-01 02:15:00,647.3061711303336,647.7934390076043,651.176114034265,190.24428959302492,189.90640434278123,190.81937229635295,19.52771995963689,52.581196196076235,13.131071914941273,5
2025-01-01 02:30:00,651.7466830898003,652.0197869533865,652.3749219178771,190.61332880130894,190.07991754586294,190.0302203161406,36.800009221515595,44.364909124890694,0.9840984856216123,5
2025-01-01 02:45:00,607.2666507416689,3103.366619733345,2696.681739244627,199.83278337647704,62.12044049170621,68.60040832794303,34.62726891765306,68.02307326349151,0.3177791399424035,3
2025-01-01 03:00:00,668.6249576478659,666.2762927366199,695.4251023764189,188.88640183308638,186.49844648799936,206.6924480217223,23.768825883196577,37.26714243889115,15.153243250069357,1
2025-01-01 03:15:00,684.6377610236046,642.9164024480754,669.7540815230623,204.08350712120782,209.52791447835176,167.8609641365699,41.764124513160006,74.63543374009541,2.9499703869467933,0
2025-01-01 03:30:00,652.9120048553274,703.414516753651,667.2786871102323,203.74131884391295,203.71715905718588,187.087311341,31.568590359206897,42.15535262036455,19.21328704559523,0
2025-01-01 03:45:00,683.6974453644151,637.9058994795695,4339.843591822904,174.1273809526896,179.96714282289798,81.01269499101718,17.070570877660337,65.97459846390734,23.731222095730608,2
2025-01-01 04:00:00,3695.42155311608,2873.807173036994,650.7976055878576,72.43162136460751,78.45313568517278,193.79100936350193,16.84352774798205,55.51305158689124,4.435406128884297,3
2025-01-01 04:15:00,603.0097086768035,654.5861286722115,668.4300354663393,195.87484123891588,193.29124849253066,197.28956540442994,19.295608502432213,66.80590620004511,19.964355810646342,0
2025-01-01 04:30:00,597.7892085920155,625.6869302656245,681.2834851578325,193.5903010630762,194.9414011309923,202.531140146622,21.337901041888983,45.98752153529558,14.785469356475328,1
2025-01-01 04:45:00,3250.654011534886,4076.2387028492376,637.9943443585581,28.44597837056905,52.64326364753104,185.82945227727626,41.62312024284789,50.175305721591386,11.198494395289476,4
